case_id,state,district,project_type,project_category,priority,land_area_acres,number_of_landowners,number_of_land_parcels,affected_villages,affected_households,private_land_pct,government_land_pct,current_stage,days_in_current_stage,survey_completed,ownership_verification_pending,notification_pending,objection_count,compensation_pending,approval_pending,pending_documents,missing_documents,dispute_count,court_case,total_processing_days,previous_stage_delay_days,district_historical_delay_rate,historical_average_delay_days,similar_case_average_delay_days,seasonal_factor,staff_workload_ratio,budget_release_delay_days,compensation_amount_lakh,delayed,expected_additional_delay_days
LA200146,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,90.47,30,20,3,18,76.5,23.5,Award,74,1,0,0,3,0,0,2,2,1,0,148,18,0.518,73.8,44.7,0.88,0.63,2,104.29,1,63
LA200324,Maharashtra,Nagpur,Industrial,Development Project,High,58.04,30,19,1,14,94.1,5.9,Notification,32,1,0,0,0,0,0,1,1,1,0,208,13,0.633,86,55.3,1.02,0.67,6,207.82,1,56
LA202109,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,35.27,35,16,9,18,65.1,34.9,Compensation,48,1,0,0,1,1,1,3,0,1,0,178,14,0.73,97.7,52.9,0.97,0.3,1,154.78,1,71
LA201166,Karnataka,Dharwad,Irrigation,Major Infrastructure,Normal,39.12,23,8,8,19,58.6,41.4,Survey,31,1,0,0,2,1,0,2,0,0,0,160,5,0.373,45.3,57.3,1.05,0.75,2,99.84,0,45
LA201453,Odisha,Ganjam,Highway,Major Infrastructure,Normal,299.14,26,14,9,18,71,29,Compensation,59,1,0,1,1,0,0,1,1,0,0,238,5,0.368,45.3,31,1.1,0.58,2,1175.4,1,49
LA200003,Maharashtra,Pune,Irrigation,Major Infrastructure,High,96.37,23,8,11,14,70.4,29.6,Objection,57,1,0,1,1,1,1,4,1,1,0,183,26,0.341,56.4,20.7,1.12,0.67,0,198.99,1,98
LA200577,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,40.65,33,13,6,26,62.8,37.2,Possession,25,1,0,0,3,1,0,0,0,4,0,111,9,0.352,46.2,28.9,0.91,0.72,8,157.75,0,58
LA202658,Andhra Pradesh,Krishna,Industrial,Development Project,Normal,64.12,19,7,9,9,59,41,Approval,25,1,0,1,2,1,1,2,1,2,0,134,11,0.42,67.6,51.2,1.1,0.39,2,217.07,1,81
LA200340,Telangana,Nalgonda,Public Infrastructure,Development Project,Critical,97.1,22,8,12,18,69.3,30.7,Objection,50,1,0,0,2,1,0,4,3,5,0,138,8,0.709,97.2,29.8,1.17,0.88,5,207.99,1,98
LA202540,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,65.98,24,17,7,22,40.4,59.6,Objection,50,1,1,0,2,1,0,1,0,1,0,158,2,0.805,117.2,27.3,1.08,0.46,7,134.25,1,71
LA202936,Odisha,Puri,Irrigation,Major Infrastructure,Normal,28.75,22,15,10,11,93.4,6.6,Approval,18,1,0,0,4,0,0,,1,2,0,169,67,0.327,48.1,41.1,0.95,0.63,2,118.12,1,72
LA200926,Telangana,Hyderabad,Railway,Major Infrastructure,Normal,37.56,34,25,4,22,60.1,39.9,Ownership Verification,21,1,1,1,2,0,0,,0,5,0,143,8,0.487,67.7,43.6,1.04,0.48,4,165.15,0,72
LA200266,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Normal,31.8,25,13,1,21,34.7,65.3,Approval,73,1,0,0,4,0,1,2,1,1,0,201,3,0.805,101.9,56.2,1.12,0.49,4,95.67,0,63
LA200377,Telangana,Warangal,Irrigation,Major Infrastructure,High,63.45,25,12,4,14,47.3,52.7,Approval,61,1,1,1,2,0,1,4,3,3,0,177,4,0.482,74.4,29.2,1.09,0.58,2,182.63,1,104
LA202023,Karnataka,Tumakuru,Industrial,Development Project,Normal,71.05,30,12,2,23,39,61,Compensation,26,1,0,0,2,1,1,1,1,1,1,104,2,0.443,52.3,42.5,0.97,0.31,4,77.15,0,76
LA201464,Odisha,Puri,Public Infrastructure,Development Project,High,49.92,42,15,1,29,99.8,0.2,Award,19,1,0,0,0,0,1,3,2,2,0,105,9,0.299,58.2,29.5,1.15,0.76,4,71.49,1,61
LA200272,Odisha,Cuttack,Railway,Major Infrastructure,High,,31,13,5,17,84.9,15.1,Notification,14,1,0,0,4,0,1,6,2,3,0,143,19,0.189,34.1,13.2,1.14,0.61,3,86.45,1,61
LA200697,Telangana,Warangal,Public Infrastructure,Development Project,Normal,53.55,41,28,6,20,96.3,3.7,Compensation,60,1,1,0,1,1,0,1,1,4,1,151,3,0.078,28.8,22,0.94,0.59,3,72.93,1,87
LA202974,Odisha,Ganjam,Public Infrastructure,Development Project,High,30.88,42,15,7,26,81.6,18.4,Approval,46,1,0,0,2,0,1,0,0,2,0,157,16,0.492,68.6,64.8,0.99,0.24,7,42.74,1,62
LA200245,Karnataka,Mysuru,Public Infrastructure,Development Project,Normal,23.93,36,21,1,20,43.2,56.8,Approval,32,1,1,0,1,0,1,2,0,4,0,104,7,0.549,78.1,77.1,1.11,0.65,3,124.12,1,80
LA202814,Andhra Pradesh,NTR,Railway,Major Infrastructure,High,88.07,30,21,5,25,38.1,61.9,Notification,40,1,1,1,5,1,0,0,0,2,0,144,5,0.329,48.4,44.3,0.92,0.57,2,225.56,1,66
LA200477,Maharashtra,Pune,Highway,Major Infrastructure,High,36.5,25,13,12,15,66.7,33.3,Compensation,26,0,0,0,2,0,0,0,0,3,0,140,10,0.761,106.8,85.1,0.93,0.6,5,37.8,1,40
LA202786,Odisha,Sambalpur,Highway,Major Infrastructure,High,31.86,26,17,3,18,67.1,32.9,Approval,9,1,1,0,0,0,1,3,1,5,1,117,2,0.344,55.8,52.7,0.92,0.69,1,72.09,1,68
LA202844,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,113.31,41,20,9,12,96.9,3.1,Compensation,27,1,1,1,1,1,0,0,0,2,0,119,11,0.389,59.3,81.5,0.97,0.26,5,144.45,1,66
LA202299,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,135.22,32,12,12,22,42.5,57.5,Notification,126,1,0,1,1,0,0,1,0,2,0,255,4,0.549,75.5,38.6,0.93,0.62,3,488.34,1,84
LA202449,Andhra Pradesh,Guntur,Irrigation,Major Infrastructure,Normal,41.3,31,17,10,15,75.7,24.3,Survey,,1,0,0,1,1,0,0,0,3,0,113,4,0.593,80.5,21.6,0.9,0.81,3,135.02,1,25
LA202784,Telangana,Hyderabad,Public Infrastructure,Development Project,High,66.68,33,14,5,18,31.4,68.6,Notification,32,1,0,0,3,0,0,1,0,3,0,131,8,0.413,64.3,23,0.9,0.78,3,127.15,1,46
LA202954,Odisha,Ganjam,Public Infrastructure,Development Project,Normal,91.58,29,12,2,18,49,51,Award,66,1,0,1,0,0,0,0,0,0,0,127,12,0.388,51.1,22.5,1.18,0.93,1,173.88,1,48
LA202983,Odisha,Puri,Railway,Major Infrastructure,Normal,74.67,36,21,7,26,84,16,Compensation,17,1,0,1,2,0,0,1,1,3,0,118,11,0.464,61.3,43.3,1.03,0.64,7,102.14,1,58
LA202160,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Critical,13.55,26,16,7,15,97.6,2.4,Objection,54,1,0,0,2,0,0,5,2,0,0,137,13,0.412,61.5,38.6,0.94,0.52,3,33.67,1,51
LA200251,Karnataka,Tumakuru,Public Infrastructure,Development Project,Normal,119.89,33,21,5,20,52.2,47.8,Ownership Verification,21,1,1,1,2,1,0,2,1,0,0,119,11,0.493,61.8,48.8,1.11,0.66,3,93.22,1,65
LA200414,Karnataka,Tumakuru,Railway,Major Infrastructure,High,,28,14,4,27,40.4,59.6,Survey,23,1,0,0,3,0,1,4,1,2,0,168,11,0.346,55.8,60.7,1.01,0.87,8,71.44,1,68
LA200546,Karnataka,Dharwad,Industrial,Development Project,Critical,12.95,30,14,12,17,54.6,45.4,Approval,36,1,0,0,2,1,1,3,0,0,0,179,16,0.232,35.6,23.8,0.97,0.61,4,62.56,1,41
LA201194,Karnataka,Bengaluru Rural,Industrial,Development Project,Normal,73.52,23,14,12,16,47.5,52.5,Compensation,33,0,0,0,0,1,1,1,0,3,0,116,13,0.371,56.8,31.8,1.09,0.75,0,244.26,1,72
LA200739,Karnataka,Dharwad,Industrial,Development Project,Normal,50.17,34,14,3,14,89.5,10.5,Ownership Verification,16,1,0,0,4,0,1,1,0,2,0,114,24,0.451,62,43.6,0.91,0.56,5,227.06,0,61
LA200311,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,124.21,31,23,8,15,88.4,11.6,Survey,16,1,0,0,4,0,0,3,3,1,1,107,6,0.4,41.2,58.4,1.18,0.77,2,500.08,1,61
LA201980,Odisha,Puri,Highway,Major Infrastructure,Critical,28.24,40,14,1,18,97.9,2.1,Ownership Verification,12,1,1,0,3,0,1,1,1,3,0,153,19,0.785,98.3,58.9,0.89,0.72,7,104.08,0,93
LA200894,Karnataka,Mysuru,Railway,Major Infrastructure,High,73.49,33,23,9,21,50.9,49.1,Ownership Verification,8,1,1,1,1,0,1,3,2,5,0,153,21,0.356,51.6,49.6,1.02,0.62,3,241.76,1,108
LA201132,Andhra Pradesh,Guntur,Irrigation,Major Infrastructure,High,142.47,25,14,2,11,74.1,25.9,Survey,121,0,1,0,2,0,0,4,2,2,0,264,11,0.594,80.4,50.9,0.9,0.36,1,,1,103
LA201450,Maharashtra,Kolhapur,Highway,Major Infrastructure,Normal,46.52,29,13,6,18,45.7,54.3,Possession,18,1,1,0,2,0,0,0,0,2,0,106,15,0.248,63,15,0.96,0.82,3,186.83,1,52
LA202908,Odisha,Ganjam,Railway,Major Infrastructure,Normal,90.58,30,21,4,15,93.4,6.6,Objection,26,0,0,0,3,1,0,0,0,1,0,107,1,0.347,58.2,75.3,1.09,0.6,4,239.54,1,41
LA200016,Odisha,Puri,Highway,Major Infrastructure,Normal,95.97,25,19,1,14,59.6,40.4,Approval,73,1,1,0,1,1,0,1,0,2,0,126,11,0.333,51.3,31.1,1.15,0.54,3,383.91,1,63
LA201951,Andhra Pradesh,Guntur,Industrial,Development Project,High,59.1,40,29,12,23,69.8,30.2,Ownership Verification,64,1,0,0,2,0,1,1,1,1,0,138,16,0.254,33.8,89.5,1.05,0.6,2,258.33,1,58
LA200722,Maharashtra,Pune,Railway,Major Infrastructure,Normal,172.93,32,14,7,25,62.7,37.3,Ownership Verification,23,1,0,0,1,1,1,1,0,4,1,143,10,0.377,59.8,41.2,1.08,0.83,4,492.3,1,99
LA201421,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Normal,27.27,26,20,5,18,77.9,22.1,Survey,14,1,1,1,1,1,0,4,2,1,0,69,5,0.463,72.8,22.5,1.12,0.72,3,39.72,1,73
LA202634,Maharashtra,Nashik,Highway,Major Infrastructure,Critical,94.99,33,17,7,24,32.7,67.3,Possession,33,1,0,0,3,1,0,1,0,3,0,161,3,0.41,63.2,29.9,0.89,0.88,5,333.81,1,63
LA200982,Andhra Pradesh,NTR,Highway,Major Infrastructure,High,97.64,35,19,4,28,32.8,67.2,Possession,21,1,1,0,3,0,1,3,2,5,0,151,2,0.551,87.7,31.9,1.11,0.59,9,319.55,1,79
LA201875,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,High,51.07,25,13,4,21,75.3,24.7,Award,56,1,0,0,4,0,0,2,0,2,0,221,8,0.271,43.2,15.9,1,0.83,4,219.52,1,58
LA201540,Maharashtra,Pune,Irrigation,Major Infrastructure,Normal,203.49,42,32,4,27,56.5,43.5,Ownership Verification,62,1,1,0,1,0,0,3,2,2,0,132,6,0.473,60.4,47,1.09,0.64,3,359.51,1,86
LA202531,Maharashtra,Nagpur,Irrigation,Major Infrastructure,Normal,45.45,32,23,10,21,98.4,1.6,Ownership Verification,14,1,1,0,3,0,1,0,0,4,0,103,11,0.214,47.7,15.3,1.06,0.66,1,92.69,1,75
LA201551,Maharashtra,Nagpur,Industrial,Development Project,High,185.73,31,14,7,20,83.2,16.8,Objection,58,0,0,0,1,0,0,0,0,4,1,186,2,0.637,91.1,50,0.88,0.53,5,660.18,0,75
LA202423,Andhra Pradesh,Krishna,Public Infrastructure,Development Project,High,33.38,25,12,11,27,55.7,44.3,Compensation,11,1,0,0,2,0,0,1,0,0,0,88,14,0.694,86.6,65.2,1.1,0.18,2,147.03,1,50
LA200364,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,Critical,122.4,28,17,7,16,78.7,21.3,Award,88,1,0,0,2,0,0,4,1,2,0,166,5,0.76,112.7,36.7,1.05,0.59,6,439.43,1,74
LA202769,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,238.43,28,21,4,19,39.7,60.3,Notification,27,1,0,1,3,0,1,1,0,1,0,148,12,0.655,80.4,52.7,1.03,0.64,1,611.5,1,61
LA200183,Telangana,Hyderabad,Public Infrastructure,Development Project,Normal,26.56,35,16,11,23,45.7,54.3,Notification,125,1,0,0,3,0,0,0,0,3,0,254,4,0.353,54,29.3,0.95,0.37,2,45.59,1,54
LA200986,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,,23,11,2,17,91.6,8.4,Award,34,0,0,0,3,0,0,5,2,3,0,152,9,0.243,38.6,17,1.05,0.71,1,167.88,0,46
LA201991,Maharashtra,Nagpur,Public Infrastructure,Development Project,Critical,45.12,29,21,4,14,34.9,65.1,Possession,29,1,0,0,5,1,0,2,0,1,1,72,5,0.431,60,46.3,0.95,0.73,4,196.22,0,77
LA201195,Karnataka,Dharwad,Highway,Major Infrastructure,High,111.03,26,10,9,16,45.1,54.9,Notification,26,1,1,0,1,0,0,0,0,3,0,206,16,0.355,69.2,45.8,0.93,0.34,4,281.96,1,47
LA201770,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,114.12,23,12,7,13,64.3,35.7,Compensation,21,1,0,0,3,1,0,2,2,0,0,118,13,0.335,40.7,36.2,1.08,0.65,3,572.11,0,54
LA201676,Odisha,Cuttack,Public Infrastructure,Development Project,Normal,174.22,22,13,9,10,33.1,66.9,Survey,27,1,0,0,2,0,0,2,2,1,1,143,26,0.219,34.2,16.7,1.08,0.75,6,732.13,1,55
LA201122,Maharashtra,Nashik,Highway,Major Infrastructure,Normal,26.59,28,11,9,19,96.9,3.1,Award,6,1,0,0,2,0,1,2,1,2,0,102,19,0.4,68.3,18.5,1.01,0.6,3,52.95,0,60
LA200188,Karnataka,Bengaluru Rural,Industrial,Development Project,Normal,247.39,28,17,12,29,41.8,58.2,Ownership Verification,6,1,1,0,2,0,0,3,1,1,0,113,14,0.565,72.9,24.8,1.08,0.8,5,197.36,1,66
LA200620,Maharashtra,Pune,Highway,Major Infrastructure,Normal,127.85,32,12,11,29,91.5,8.5,Survey,8,0,1,1,2,0,0,3,0,1,0,174,27,0.388,55.6,29.4,1.05,0.8,4,149.99,1,55
LA201613,Karnataka,Mysuru,Public Infrastructure,Development Project,Normal,70.16,34,25,3,33,33.3,66.7,Compensation,29,1,0,0,2,1,0,1,0,2,0,134,18,0.585,81.5,49.5,1.14,0.53,1,381.99,1,65
LA201176,Odisha,Sambalpur,Highway,Major Infrastructure,Critical,19.31,26,14,8,19,88.3,11.7,Ownership Verification,42,0,1,0,1,1,1,1,0,1,1,169,1,0.099,26.9,12.6,1.11,0.74,3,26.15,0,87
LA201183,Karnataka,Belagavi,Railway,Major Infrastructure,Normal,73.06,26,20,5,15,87.3,12.7,Approval,8,0,1,0,0,1,1,0,0,2,0,90,4,0.562,83.3,75.8,0.96,0.55,4,126.67,1,64
LA202385,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Critical,75.83,28,16,4,18,44.5,55.5,Possession,52,1,0,0,1,0,1,2,1,2,0,166,20,0.079,34.9,10.3,1.09,0.79,7,169.19,1,68
LA202716,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,95.97,23,9,1,14,76.6,23.4,Ownership Verification,41,1,1,0,6,0,0,3,1,1,1,98,1,0.274,45.6,33.8,1.13,0.76,7,178.17,1,76
LA200615,Odisha,Ganjam,Industrial,Development Project,Normal,112.78,26,10,4,17,80.6,19.4,Ownership Verification,7,1,1,0,4,0,0,0,0,1,0,98,3,0.516,71.9,23.5,1.02,0.56,3,451.25,1,41
LA201514,Maharashtra,Nagpur,Irrigation,Major Infrastructure,Normal,20.13,29,19,6,24,84.9,15.1,Compensation,36,0,0,0,0,1,1,2,2,0,0,95,5,0.575,73.7,38.2,1.08,0.49,3,16.81,1,57
LA201467,Odisha,Ganjam,Highway,Major Infrastructure,Normal,242.73,47,24,9,25,79.1,20.9,Objection,20,1,0,0,2,0,1,3,1,2,0,213,7,0.56,76.3,34.6,0.96,0.64,3,231.04,1,73
LA200402,Telangana,Hyderabad,Irrigation,Major Infrastructure,Normal,99.87,35,16,9,16,93.4,6.6,Survey,55,1,0,0,3,0,1,0,0,1,0,194,10,0.266,50.7,34.7,1.05,0.78,7,230.43,1,44
LA200995,Telangana,Rangareddy,Railway,Major Infrastructure,Normal,72.71,39,16,5,24,74.2,25.8,Notification,13,1,0,0,3,1,0,2,1,4,1,109,11,0.354,56.9,27.4,0.89,0.53,3,218.28,1,78
LA200935,Telangana,Medchal-Malkajgiri,Railway,Major Infrastructure,High,53.62,32,23,11,22,41.5,58.5,Compensation,14,1,1,1,1,1,0,3,1,4,0,141,6,0.297,56,61.2,0.95,0.66,3,94.1,1,62
LA200372,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,35.75,33,18,1,26,53.8,46.2,Compensation,28,1,0,1,6,1,0,3,1,3,1,170,46,0.39,60.1,17.2,0.9,0.43,3,40.76,1,122
LA201923,Karnataka,Belagavi,Highway,Major Infrastructure,Normal,114.7,20,12,6,12,86.1,13.9,Possession,45,1,0,0,1,0,0,2,1,1,0,110,22,0.296,33,18.2,1.06,0.25,4,315.7,0,62
LA202307,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,36.69,31,19,9,20,73.5,26.5,Ownership Verification,18,0,1,0,3,0,0,3,0,0,0,136,6,0.533,67.8,39.7,1,0.71,5,150.81,1,39
LA200594,Karnataka,Mysuru,Industrial,Development Project,Critical,52.35,32,15,6,18,31.4,68.6,Objection,18,1,1,0,4,1,1,3,0,1,0,68,5,0.454,57.8,53.4,1.07,0.81,3,101.17,1,70
LA201911,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,50.95,34,22,8,22,97.5,2.5,Award,20,0,0,0,1,1,0,2,0,2,0,135,49,0.481,78.1,26.5,1.08,0.59,2,136.28,1,85
LA200727,Karnataka,Belagavi,Public Infrastructure,Development Project,Normal,28.8,42,26,6,29,70,30,Ownership Verification,101,1,1,0,5,0,1,1,1,2,0,179,16,0.289,38.2,56.9,1.08,0.74,8,20.46,1,89
LA200827,Andhra Pradesh,Visakhapatnam,Railway,Major Infrastructure,Critical,59.16,29,14,8,23,38.1,61.9,Compensation,66,0,0,0,4,1,0,0,0,0,0,157,24,0.562,,33.1,1.03,0.38,8,273.57,1,72
LA201675,Maharashtra,Nashik,Highway,Major Infrastructure,Normal,279.8,29,20,4,19,34.2,65.8,Notification,8,1,0,0,2,0,1,2,0,0,0,124,16,0.492,72.7,58.4,1.14,0.29,7,219.1,1,47
LA200688,Telangana,Nalgonda,Highway,Major Infrastructure,High,27.39,31,22,5,19,62.9,37.1,Approval,13,1,1,0,1,0,0,5,1,2,0,93,22,0.468,58.8,26.9,0.91,0.76,5,29.41,1,66
LA202216,Maharashtra,Nagpur,Industrial,Development Project,Critical,49.4,41,18,6,26,58.3,41.7,Objection,50,1,0,0,4,0,0,2,1,2,0,97,3,0.382,60.7,51.6,0.91,0.52,3,132.09,1,36
LA200137,Karnataka,Tumakuru,Highway,Major Infrastructure,High,89.71,32,15,7,17,99.8,0.2,Award,15,1,0,0,1,0,0,1,0,2,0,134,4,0.525,86.2,24.2,1.04,0.73,5,312.67,0,47
LA202765,Odisha,Puri,Irrigation,Major Infrastructure,Normal,50.02,37,19,6,23,34.5,65.5,Approval,41,0,1,0,3,0,1,0,0,1,0,219,4,0.667,92.3,45.4,1.08,0.69,5,131.37,1,68
LA200629,Maharashtra,Nashik,Railway,Major Infrastructure,Normal,59.82,26,15,10,18,77,23,Compensation,14,0,1,0,2,1,0,1,1,1,0,121,25,0.341,57.5,57.4,1.13,0.89,8,120.4,0,67
LA200335,Telangana,Hyderabad,Industrial,Development Project,High,28.16,25,16,1,13,41.8,58.2,Ownership Verification,16,0,1,0,2,0,0,1,0,2,0,85,3,0.235,45.7,25.6,1.02,0.71,4,68.33,1,51
LA200391,Maharashtra,Pune,Irrigation,Major Infrastructure,Normal,46.83,31,16,7,25,77.4,22.6,Objection,26,1,0,0,2,0,0,3,3,1,1,85,6,0.293,45.4,69.4,0.94,0.74,6,150.42,1,74
LA202310,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,High,56.84,35,18,11,25,98.9,1.1,Compensation,37,1,1,0,6,0,0,3,1,0,0,151,18,0.395,69.3,62.6,0.9,0.87,2,172.06,1,64
LA201110,Andhra Pradesh,Krishna,Irrigation,Major Infrastructure,Normal,64.67,21,14,4,15,85.7,14.3,Ownership Verification,87,1,0,1,3,0,0,1,0,2,0,200,27,0.541,73.3,22.7,1.17,0.66,3,205.68,1,83
LA201738,Odisha,Sambalpur,Irrigation,Major Infrastructure,High,27.3,34,18,6,32,85.3,14.7,Objection,18,1,0,0,2,0,1,3,0,1,0,137,19,0.573,71.7,30.7,0.89,0.64,3,40.61,0,61
LA202699,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,56.59,36,17,12,20,46.5,53.5,Objection,35,1,0,1,0,0,0,3,2,1,0,244,13,0.507,67,64.8,0.97,0.38,4,124.9,1,81
LA200711,Andhra Pradesh,Krishna,Railway,Major Infrastructure,High,35.6,29,12,1,19,44.2,55.8,Compensation,43,1,1,0,2,1,0,2,1,1,0,144,5,0.087,32.2,6.7,0.95,0.65,5,104.04,0,49
LA201040,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Normal,82.45,30,12,8,25,41.1,58.9,Ownership Verification,18,1,0,0,1,1,0,1,0,2,0,135,5,0.577,73.5,52.8,1.03,0.48,6,290.31,1,50
LA202715,Maharashtra,Aurangabad,Railway,Major Infrastructure,Normal,55.94,33,18,1,25,90.1,9.9,Ownership Verification,31,1,1,0,2,0,0,1,0,3,0,189,11,0.561,78.3,24.7,0.97,0.71,5,165.07,0,64
LA201851,Karnataka,Tumakuru,Highway,Major Infrastructure,High,175.65,28,21,7,21,71.3,28.7,Objection,5,1,0,1,0,0,0,4,2,0,0,128,4,0.383,58.3,24.1,1.05,0.56,3,393.47,1,64
LA202596,Maharashtra,Aurangabad,Irrigation,Major Infrastructure,Critical,40.12,29,23,12,27,49.1,50.9,Survey,10,1,1,0,4,0,0,2,2,0,0,125,11,0.506,84.7,36,1.08,0.37,6,177.93,1,44
LA201562,Karnataka,Tumakuru,Highway,Major Infrastructure,Normal,42.43,28,13,4,19,37.8,62.2,Award,25,1,0,0,1,1,0,2,0,1,0,130,6,0.376,51.3,34.3,0.91,0.39,0,108.66,1,42
LA202758,Andhra Pradesh,NTR,Highway,Major Infrastructure,High,27.88,27,11,8,13,39.9,60.1,Approval,26,1,0,0,2,1,1,3,1,2,0,104,4,0.374,56.8,37,0.92,0.36,5,95.69,1,65
LA201595,Odisha,Khordha,Public Infrastructure,Development Project,High,57.09,33,24,7,18,88.8,11.2,Possession,19,1,0,0,3,0,1,,0,6,0,158,19,0.371,59,24.1,0.99,0.41,7,60.8,1,85
LA202751,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,High,56.55,23,9,9,26,73.6,26.4,Ownership Verification,150,1,1,0,3,0,1,0,0,0,0,266,1,0.647,89,30.7,1.03,0.7,4,47.05,1,90
LA201113,Karnataka,Dharwad,Industrial,Development Project,High,184.79,23,12,11,17,32.4,67.6,Notification,30,1,0,1,1,0,0,3,1,1,0,107,34,0.617,95.2,33.2,0.91,0.27,1,372.92,1,79
LA200466,Karnataka,Dharwad,Public Infrastructure,Development Project,Normal,25.81,29,13,12,28,64.5,35.5,Ownership Verification,14,0,1,0,2,0,1,4,3,0,0,81,7,0.213,40.1,23.1,1,0.65,3,69.17,1,64
LA201561,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Normal,154.09,25,16,1,15,37,63,Notification,30,1,0,1,1,0,0,1,1,0,0,97,5,0.499,74.7,33.6,0.94,0.38,4,506.15,1,50
LA201224,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,Normal,90.42,21,16,2,16,59,41,Objection,1,1,0,0,4,1,0,0,0,6,0,184,2,0.212,34.6,37.5,1.08,0.77,3,194.11,0,49
LA201954,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,126.3,34,13,11,19,74.3,25.7,Survey,23,1,0,0,2,0,1,1,0,0,0,111,17,0.241,49.2,22.6,1.14,0.83,6,568.42,1,47
LA202967,Telangana,Nalgonda,Highway,Major Infrastructure,Normal,32.53,25,12,12,12,64.5,35.5,Survey,23,1,1,0,2,1,1,1,1,2,0,107,0,0.49,70.1,56.8,1.03,0.73,3,33.18,0,57
LA202349,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,High,71.25,27,20,9,27,80.2,19.8,Approval,16,1,1,0,3,0,0,0,0,1,0,99,14,0.176,33.5,29.9,1.17,0.34,11,,1,37
LA201509,Maharashtra,Aurangabad,Irrigation,Major Infrastructure,Critical,226.34,29,21,1,21,53.2,46.8,Approval,49,1,0,0,6,0,0,3,1,2,0,160,21,0.591,76.6,44.2,1.1,0.68,5,819.54,0,77
LA201105,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,67.25,26,19,7,14,32.8,67.2,Objection,76,1,0,0,2,0,1,9,2,0,0,218,11,0.5,80.3,43.8,1.01,0.46,3,252.67,1,86
LA201989,Maharashtra,Nagpur,Public Infrastructure,Development Project,Normal,75.46,37,22,6,23,44.8,55.2,Approval,38,1,0,0,2,0,1,0,0,0,0,137,22,0.515,76.7,38.8,0.95,0.92,5,243.99,0,49
LA200339,Karnataka,Tumakuru,Public Infrastructure,Development Project,Normal,154.6,28,21,8,16,96.9,3.1,Compensation,36,1,0,0,1,0,0,1,0,4,0,158,22,0.273,55.3,26.6,1.01,0.69,3,629.45,1,48
LA200216,Andhra Pradesh,Tirupati,Public Infrastructure,Development Project,High,48.14,38,14,5,24,68,32,Ownership Verification,25,1,0,0,2,1,0,0,0,0,0,93,20,0.23,52.9,32.4,0.98,0.71,3,119.63,1,33
LA201616,Odisha,Khordha,Highway,Major Infrastructure,High,126.65,29,17,5,13,41.8,58.2,Notification,11,1,0,0,0,0,1,4,2,2,0,240,5,0.423,68.3,66,1.07,0.6,2,460.64,1,54
LA201917,Maharashtra,Pune,Industrial,Development Project,Normal,51.98,22,8,3,11,84.8,15.2,Objection,5,1,0,0,3,0,0,2,0,1,0,152,4,0.335,52.6,12.8,1.14,0.58,11,138.38,1,23
LA202515,Maharashtra,Nashik,Public Infrastructure,Development Project,Normal,103,34,16,12,21,51.7,48.3,Possession,47,1,0,0,3,0,0,2,0,7,0,184,7,0.49,67.8,26.8,1.07,0.51,2,408.1,1,65
LA202805,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,48.13,29,18,4,21,92.4,7.6,Approval,11,1,0,1,0,1,0,1,0,1,0,132,17,0.306,57.2,17.5,1,0.41,3,223.2,1,49
LA201593,Maharashtra,Kolhapur,Industrial,Development Project,High,35.05,29,15,2,16,85.4,14.6,Survey,59,1,0,0,2,0,0,2,1,2,0,190,7,0.428,65.3,20.4,1.01,0.51,3,62.87,1,53
LA202241,Karnataka,Mysuru,Industrial,Development Project,High,67.18,27,11,11,22,77.1,22.9,Notification,19,0,0,0,3,0,0,1,0,1,0,177,9,0.562,66.9,19.8,1.02,0.4,2,154.95,0,40
